"gene","transcript","protein","uniprot","align","identity","evalue","name","lineage","domain","genus"
"432","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23227::m.23227","PLS_STAES","Q:398-526,H:1377-1419",41.86,9.59e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"433","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:252-404,H:1313-1363",45.098,1.98e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"434","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-538,H:1359-1405",42.553,1.98e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"435","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:252-404,H:1301-1351",45.098,4e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"436","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-535,H:1365-1410",43.478,4e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"437","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:258-404,H:1297-1345",46.939,4.59e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"438","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-538,H:1341-1387",42.553,4.59e-08,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"439","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:252-404,H:1307-1357",45.098,1.05e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"440","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-538,H:1353-1399",42.553,1.05e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"441","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:252-404,H:1319-1369",45.098,7.59e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"442","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-535,H:1371-1416",39.13,7.59e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"443","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:252-404,H:1331-1381",45.098,9.59e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"444","TRINITY_DN132958_c0_g1","TRINITY_DN132958_c0_g1_i3","TRINITY_DN132958_c0_g1::TRINITY_DN132958_c0_g1_i3::g.23229::m.23229","PLS_STAES","Q:398-526,H:1377-1419",41.86,9.59e-07,"Accumulation-associated protein","Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus","Bacteria","Staphylococcus"
"445","TRINITY_DN133114_c0_g1","TRINITY_DN133114_c0_g1_i12","TRINITY_DN133114_c0_g1::TRINITY_DN133114_c0_g1_i12::g.29748::m.29748","Y045_METMA","Q:306-10,H:132-231",37,4.8e-10,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"446","TRINITY_DN133114_c0_g1","TRINITY_DN133114_c0_g1_i12","TRINITY_DN133114_c0_g1::TRINITY_DN133114_c0_g1_i12::g.29748::m.29748","Y045_METMA","Q:306-10,H:198-297",35,9.65e-09,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"447","TRINITY_DN133114_c0_g1","TRINITY_DN133114_c0_g1_i2","TRINITY_DN133114_c0_g1::TRINITY_DN133114_c0_g1_i2::g.29746::m.29746","Y045_METMA","Q:333-10,H:125-231",37.615,3.06e-12,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"448","TRINITY_DN133114_c0_g1","TRINITY_DN133114_c0_g1_i2","TRINITY_DN133114_c0_g1::TRINITY_DN133114_c0_g1_i2::g.29746::m.29746","Y045_METMA","Q:324-10,H:192-297",36.792,8.06e-11,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"449","TRINITY_DN133114_c0_g1","TRINITY_DN133114_c0_g1_i2","TRINITY_DN133114_c0_g1::TRINITY_DN133114_c0_g1_i2::g.29746::m.29746","Y045_METMA","Q:324-1,H:159-267",33.945,1.03e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"450","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:237-1,H:934-1013",38.75,5.34e-09,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"451","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:237-1,H:835-914",33.75,2.21e-07,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"452","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:237-1,H:868-947",33.75,2.21e-07,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"453","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:237-1,H:901-980",33.75,2.21e-07,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"454","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:234-1,H:1001-1079",36.709,2.61e-07,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"455","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:237-1,H:967-1046",33.75,1.1e-06,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"456","TRINITY_DN133114_c0_g3","TRINITY_DN133114_c0_g3_i1",NA,"Y381_RICFE","Q:234-1,H:741-819",35.443,5.54e-06,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"457","TRINITY_DN133140_c1_g1","TRINITY_DN133140_c1_g1_i4","TRINITY_DN133140_c1_g1::TRINITY_DN133140_c1_g1_i4::g.29791::m.29791","RSGI6_CLOTH","Q:963-4,H:414-726",29.907,1.56e-38,"Anti-sigma-I factor RsgI6","Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Hungateiclostridium","Bacteria","Hungateiclostridium"
"458","TRINITY_DN133209_c3_g1","TRINITY_DN133209_c3_g1_i12",NA,"Y580_RICFE","Q:10-216,H:164-231",39.13,1.54e-06,"Putative ankyrin repeat protein RF_0580","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"459","TRINITY_DN133399_c1_g1","TRINITY_DN133399_c1_g1_i1","TRINITY_DN133399_c1_g1::TRINITY_DN133399_c1_g1_i1::g.32220::m.32220","POL_JEMBR","Q:590-237,H:554-665",30.508,5.72e-07,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus","Viruses","Lentivirus"
"460","TRINITY_DN133399_c1_g1","TRINITY_DN133399_c1_g1_i2","TRINITY_DN133399_c1_g1::TRINITY_DN133399_c1_g1_i2::g.32221::m.32221","POL_JEMBR","Q:596-237,H:549-665",30.894,2.08e-06,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus","Viruses","Lentivirus"
"461","TRINITY_DN133439_c0_g2","TRINITY_DN133439_c0_g2_i1",NA,"FABG_CHLMU","Q:70-264,H:182-241",33.846,1.23e-08,"3-oxoacyl-[acyl-carrier-protein] reductase FabG","Bacteria; Chlamydiae; Chlamydiales; Chlamydiaceae; Chlamydia/Chlamydophila group; Chlamydia","Bacteria","Chlamydia"
"462","TRINITY_DN133439_c0_g2","TRINITY_DN133439_c0_g2_i7",NA,"Y182_METEA","Q:243-563,H:137-241",39.252,3.17e-17,"Uncharacterized oxidoreductase MexAM1_META1p0182","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylorubrum","Bacteria","Methylorubrum"
"463","TRINITY_DN133439_c0_g2","TRINITY_DN133439_c0_g2_i9",NA,"FABG_RICCN","Q:161-382,H:162-230",39.189,5.33e-12,"3-oxoacyl-[acyl-carrier-protein] reductase FabG","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"464","TRINITY_DN133439_c0_g4","TRINITY_DN133439_c0_g4_i1","TRINITY_DN133439_c0_g4::TRINITY_DN133439_c0_g4_i1::g.47095::m.47095","Y182_METEA","Q:6-380,H:120-241",39.683,1.03e-22,"Uncharacterized oxidoreductase MexAM1_META1p0182","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylorubrum","Bacteria","Methylorubrum"
"465","TRINITY_DN133457_c6_g1","TRINITY_DN133457_c6_g1_i12","TRINITY_DN133457_c6_g1::TRINITY_DN133457_c6_g1_i12::g.47089::m.47089","YL093_MIMIV","Q:3-446,H:269-418",30.263,2.95e-18,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"466","TRINITY_DN133457_c6_g1","TRINITY_DN133457_c6_g1_i12","TRINITY_DN133457_c6_g1::TRINITY_DN133457_c6_g1_i12::g.47089::m.47089","YL093_MIMIV","Q:3-446,H:195-352",26.25,2.25e-12,"Putative ankyrin repeat protein L93","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"467","TRINITY_DN133527_c1_g1","TRINITY_DN133527_c1_g1_i17",NA,"YR840_MIMIV","Q:243-4,H:358-430",38.75,4.96e-09,"Putative ankyrin repeat protein R840","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"468","TRINITY_DN133707_c1_g1","TRINITY_DN133707_c1_g1_i1","TRINITY_DN133707_c1_g1::TRINITY_DN133707_c1_g1_i1::g.59585::m.59585","YR634_MIMIV","Q:25-300,H:113-198",38.71,2.63e-10,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"469","TRINITY_DN133707_c1_g1","TRINITY_DN133707_c1_g1_i6",NA,"YR634_MIMIV","Q:7-255,H:122-198",35.714,2.55e-06,"Putative ankyrin repeat protein R634","Viruses; Mimiviridae; Mimivirus","Viruses","Mimivirus"
"470","TRINITY_DN133707_c2_g1","TRINITY_DN133707_c2_g1_i13",NA,"Y220_RICBR","Q:2-259,H:511-596",34.884,2.25e-08,"Putative ankyrin repeat protein RBE_0220","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"471","TRINITY_DN133707_c2_g1","TRINITY_DN133707_c2_g1_i36",NA,"Y220_RICBR","Q:4-261,H:524-608",31.395,2.74e-07,"Putative ankyrin repeat protein RBE_0220","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"472","TRINITY_DN133822_c3_g1","TRINITY_DN133822_c3_g1_i11","TRINITY_DN133822_c3_g1::TRINITY_DN133822_c3_g1_i11::g.46992::m.46992","Y317_RICBR","Q:2-304,H:128-216",36.893,8.04e-08,"Putative ankyrin repeat protein RBE_0317","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"473","TRINITY_DN133822_c3_g1","TRINITY_DN133822_c3_g1_i16","TRINITY_DN133822_c3_g1::TRINITY_DN133822_c3_g1_i16::g.46994::m.46994","Y1861_PYRAE","Q:102-272,H:138-195",43.103,2.82e-08,"Putative ankyrin repeat protein PAE1861","Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum","Archaea","Pyrobaculum"
"474","TRINITY_DN133822_c3_g5","TRINITY_DN133822_c3_g5_i1","TRINITY_DN133822_c3_g5::TRINITY_DN133822_c3_g5_i1::g.46993::m.46993","Y317_RICBR","Q:33-311,H:82-172",34.737,1.35e-08,"Putative ankyrin repeat protein RBE_0317","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"475","TRINITY_DN133822_c3_g5","TRINITY_DN133822_c3_g5_i1","TRINITY_DN133822_c3_g5::TRINITY_DN133822_c3_g5_i1::g.46993::m.46993","Y317_RICBR","Q:42-311,H:119-206",32.609,4.58e-06,"Putative ankyrin repeat protein RBE_0317","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; belli group","Bacteria","belli group"
"476","TRINITY_DN13392_c0_g1","TRINITY_DN13392_c0_g1_i1",NA,"POL_JEMBR","Q:84-248,H:368-422",43.86,1e-06,"Gag-Pol polyprotein","Viruses; Ortervirales; Retroviridae; Orthoretrovirinae; Lentivirus","Viruses","Lentivirus"
"477","TRINITY_DN134000_c0_g1","TRINITY_DN134000_c0_g1_i2","TRINITY_DN134000_c0_g1::TRINITY_DN134000_c0_g1_i2::g.33237::m.33237","Y1101_SYNY3","Q:395-565,H:47-103",40.351,3.19e-08,"Universal stress protein Slr1101","Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis","Bacteria","Synechocystis"
"478","TRINITY_DN134106_c4_g1","TRINITY_DN134106_c4_g1_i1",NA,"Y045_METMA","Q:207-7,H:192-258",41.791,1.26e-10,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"479","TRINITY_DN134106_c4_g1","TRINITY_DN134106_c4_g1_i1",NA,"Y045_METMA","Q:207-10,H:225-290",40.909,9.55e-10,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"480","TRINITY_DN134106_c4_g1","TRINITY_DN134106_c4_g1_i1",NA,"Y045_METMA","Q:207-7,H:159-225",38.806,5.01e-09,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"481","TRINITY_DN134106_c4_g1","TRINITY_DN134106_c4_g1_i1",NA,"Y045_METMA","Q:198-7,H:129-192",37.5,2.1e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"482","TRINITY_DN134106_c4_g1","TRINITY_DN134106_c4_g1_i1",NA,"Y045_METMA","Q:207-7,H:93-159",32.836,4.51e-06,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"483","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73207::m.73207","Y381_RICFE","Q:226-1464,H:600-1002",25.792,9.32e-31,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"484","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73207::m.73207","Y381_RICFE","Q:1565-1933,H:999-1123",33.594,9.32e-31,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"485","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73207::m.73207","Y381_RICFE","Q:193-1485,H:686-1108",26.471,4.03e-19,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"486","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73207::m.73207","Y381_RICFE","Q:226-1509,H:730-1149",24.832,2.36e-18,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"487","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73208::m.73208","Y381_RICFE","Q:226-1464,H:600-1002",25.792,9.32e-31,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"488","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73208::m.73208","Y381_RICFE","Q:1565-1933,H:999-1123",33.594,9.32e-31,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"489","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73208::m.73208","Y381_RICFE","Q:193-1485,H:686-1108",26.471,4.03e-19,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"490","TRINITY_DN134136_c0_g1","TRINITY_DN134136_c0_g1_i1","TRINITY_DN134136_c0_g1::TRINITY_DN134136_c0_g1_i1::g.73208::m.73208","Y381_RICFE","Q:226-1509,H:730-1149",24.832,2.36e-18,"Putative ankyrin repeat protein RF_0381","Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsieae; Rickettsia; spotted fever group","Bacteria","spotted fever group"
"491","TRINITY_DN134254_c1_g3","TRINITY_DN134254_c1_g3_i1",NA,"Y045_METMA","Q:192-4,H:73-135",39.683,5.83e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"492","TRINITY_DN134282_c0_g1","TRINITY_DN134282_c0_g1_i1","TRINITY_DN134282_c0_g1::TRINITY_DN134282_c0_g1_i1::g.55912::m.55912","GUN4_THEFU","Q:577-672,H:50-81",62.5,7.85e-06,"Endoglucanase E-4","Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida","Bacteria","Thermobifida"
"493","TRINITY_DN134282_c0_g1","TRINITY_DN134282_c0_g1_i2","TRINITY_DN134282_c0_g1::TRINITY_DN134282_c0_g1_i2::g.55914::m.55914","GUN4_THEFU","Q:544-639,H:50-81",62.5,6.06e-06,"Endoglucanase E-4","Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida","Bacteria","Thermobifida"
"494","TRINITY_DN134282_c0_g1","TRINITY_DN134282_c0_g1_i3","TRINITY_DN134282_c0_g1::TRINITY_DN134282_c0_g1_i3::g.55916::m.55916","GUN4_THEFU","Q:618-713,H:50-81",62.5,8.74e-06,"Endoglucanase E-4","Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida","Bacteria","Thermobifida"
"495","TRINITY_DN134294_c0_g1","TRINITY_DN134294_c0_g1_i1","TRINITY_DN134294_c0_g1::TRINITY_DN134294_c0_g1_i1::g.55900::m.55900","YQA3_THEAQ","Q:191-625,H:3-135",28.767,6.32e-07,"Universal stress protein in QAH/OAS sulfhydrylase 3'region","Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus","Bacteria","Thermus"
"496","TRINITY_DN134379_c0_g1","TRINITY_DN134379_c0_g1_i15",NA,"IAP3_OSHVF","Q:398-535,H:29-74",41.304,2.15e-07,"Putative apoptosis inhibitor ORF99","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"497","TRINITY_DN134412_c0_g2","TRINITY_DN134412_c0_g2_i11",NA,"IAP3_OSHVF","Q:289-438,H:25-74",52,2.16e-11,"Putative apoptosis inhibitor ORF99","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"498","TRINITY_DN134412_c0_g2","TRINITY_DN134412_c0_g2_i20",NA,"IAP3_OSHVF","Q:274-423,H:25-74",52,1.88e-11,"Putative apoptosis inhibitor ORF99","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"499","TRINITY_DN134412_c0_g2","TRINITY_DN134412_c0_g2_i4",NA,"IAP3_OSHVF","Q:244-393,H:25-74",44,1.67e-08,"Putative apoptosis inhibitor ORF99","Viruses; Herpesvirales; Malacoherpesviridae; Ostreavirus","Viruses","Ostreavirus"
"500","TRINITY_DN134565_c2_g1","TRINITY_DN134565_c2_g1_i5",NA,"Y045_METMA","Q:15-260,H:246-328",35.714,8.03e-07,"Putative ankyrin repeat protein MM_0045","Archaea; Euryarchaeota; Stenosarchaea group; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina","Archaea","Methanosarcina"
"501","TRINITY_DN134651_c0_g1","TRINITY_DN134651_c0_g1_i2","TRINITY_DN134651_c0_g1::TRINITY_DN134651_c0_g1_i2::g.23507::m.23507","YOAJ_BACSU","Q:917-267,H:1-213",26.407,4.66e-10,"Expansin-YoaJ","Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus","Bacteria","Bacillus"
"502","TRINITY_DN134713_c4_g1","TRINITY_DN134713_c4_g1_i14","TRINITY_DN134713_c4_g1::TRINITY_DN134713_c4_g1_i14::g.59085::m.59085","V162_FOWPN","Q:34-318,H:173-264",38.947,3.37e-15,"Putative ankyrin repeat protein FPV162","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"503","TRINITY_DN134713_c4_g1","TRINITY_DN134713_c4_g1_i14","TRINITY_DN134713_c4_g1::TRINITY_DN134713_c4_g1_i14::g.59085::m.59085","V162_FOWPN","Q:37-297,H:208-291",39.08,1.77e-11,"Putative ankyrin repeat protein FPV162","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"504","TRINITY_DN134713_c4_g1","TRINITY_DN134713_c4_g1_i14","TRINITY_DN134713_c4_g1::TRINITY_DN134713_c4_g1_i14::g.59085::m.59085","V162_FOWPN","Q:40-318,H:141-230",37.634,3.24e-11,"Putative ankyrin repeat protein FPV162","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
"505","TRINITY_DN134713_c4_g1","TRINITY_DN134713_c4_g1_i14","TRINITY_DN134713_c4_g1::TRINITY_DN134713_c4_g1_i14::g.59085::m.59085","V162_FOWPN","Q:37-318,H:242-332",35.106,1.53e-08,"Putative ankyrin repeat protein FPV162","Viruses; Poxviridae; Chordopoxvirinae; Avipoxvirus","Viruses","Avipoxvirus"
